listing_id,title,listing_url,source_website,address,neighbourhood,city,province,latitude,longitude,price,bedrooms,bathrooms,square_feet,property_type,furnished,pets_allowed,parking,utilities_included,description,first_seen,last_seen,is_active
1738717872,"1702 777 RICHARDS STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/1702-777-richards-street-vancouver-british-columbia/1738717872,Kijiji.ca,"777 RICHARDS STREET, Vancouver, BC, V6B0M6",Vancouver,Vancouver,BC,N/A,N/A,2995,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738719110,"4XXX-3B W 28 AVENUE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/4xxx-3b-w-28-avenue-vancouver-british-columbia/1738719110,Kijiji.ca,"W 28 AVENUE, Vancouver, BC, V6S1S7",Vancouver,Vancouver,BC,N/A,N/A,2500,2,1,N/A,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738717715,"8XX 1338 HOMER STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/8xx-1338-homer-street-vancouver-british-columbia/1738717715,Kijiji.ca,"1338 HOMER STREET, Vancouver, BC, V6B6A7",Vancouver,Vancouver,BC,N/A,N/A,4300,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738709330,"1602 668 CITADEL PARADE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/1602-668-citadel-parade-vancouver-british-columbia/1738709330,Kijiji.ca,"668 CITADEL PARADE, Vancouver, BC, V6B1W6",Vancouver,Vancouver,BC,N/A,N/A,3800,2,2,N/A,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738709004,"2402 838 W HASTINGS STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/2402-838-w-hastings-street-vancouver-british-columbia/1738709004,Kijiji.ca,"838 W HASTINGS STREET, Vancouver, BC, V6C0A9",Hastings,Vancouver,BC,N/A,N/A,4300,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738707555,"2175 E 54 AVENUE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/2175-e-54-avenue-vancouver-british-columbia/1738707555,Kijiji.ca,"E 54 AVENUE, Vancouver, BC, V5P1Y5",Vancouver,Vancouver,BC,N/A,N/A,3900,3,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738706756,"628X ELLIOTT ST Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/628x-elliott-st-vancouver-british-columbia/1738706756,Kijiji.ca,"ELLIOTT ST, Vancouver, BC, V5S2M4",Vancouver,Vancouver,BC,N/A,N/A,600,1,1,N/A,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738704860,"3xxx 5470 ORMIDALE STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/3xxx-5470-ormidale-street-vancouver-british-columbia/1738704860,Kijiji.ca,"5470 ORMIDALE STREET, Vancouver, BC, V6R0G6",Vancouver,Vancouver,BC,N/A,N/A,2100,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738354831,Rosedale Gardens 1 BR APT Rental 203-888 Hamilton St Vancouver: ,https://www.kijiji.ca/v-apartments-condos/vancouver/rosedale-gardens-1-br-apt-rental-203-888-hamilton-st-vancouver:/1738354831,Kijiji.ca,"888 Hamilton Street, Vancouver, BC, V6B 5W4",Vancouver,Vancouver,BC,N/A,N/A,2950,1,1,821,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1735405616,Brava Studio Rental 1507-1155 Seymour St Vancouver: VADA,https://www.kijiji.ca/v-apartments-condos/vancouver/brava-studio-rental-1507-1155-seymour-st-vancouver:-vada/1735405616,Kijiji.ca,"1155 Seymour Street, Vancouver, BC, V6B 1K2",Vancouver,Vancouver,BC,N/A,N/A,2100,Studio/Bachelor,1,485,Studio,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736298,Live in the Heart of Kitsilano,https://www.kijiji.ca/v-apartments-condos/vancouver/live-in-the-heart-of-kitsilano/1734736298,Kijiji.ca,"2341 York Avenue, Vancouver, BC, V6K 1C8",Vancouver,Vancouver,BC,N/A,N/A,1395,Studio/Bachelor,1,133,Studio,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736289,Live in the Heart of Kitsilano,https://www.kijiji.ca/v-apartments-condos/vancouver/live-in-the-heart-of-kitsilano/1734736289,Kijiji.ca,"2341 York Avenue, Vancouver, BC, V6K 1C8",Vancouver,Vancouver,BC,N/A,N/A,1375,Studio/Bachelor,1,257,Studio,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735741,Live in the Heart of Kitsilano,https://www.kijiji.ca/v-apartments-condos/vancouver/live-in-the-heart-of-kitsilano/1734735741,Kijiji.ca,"2341 York Avenue, Vancouver, BC, V6K 1C8",Vancouver,Vancouver,BC,N/A,N/A,1495,Studio/Bachelor,1,115,Studio,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735257,Townhouse *Special Offer Available*,https://www.kijiji.ca/v-apartments-condos/vancouver/townhouse-special-offer-available/1734735257,Kijiji.ca,"2139 Lahb Ave., Vancouver, BC, V6J 4R1",Vancouver,Vancouver,BC,N/A,N/A,5390,2.5,2.5,1340,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735255,Studio - Special Offer Available,https://www.kijiji.ca/v-apartments-condos/vancouver/studio-special-offer-available/1734735255,Kijiji.ca,"2139 Lahb Ave., Vancouver, BC, V6J 4R1",Vancouver,Vancouver,BC,N/A,N/A,2600,Studio/Bachelor,1,455,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737977797,2 BR Basement Suite Rental 2-4841 Dumfries St Vancouver: VADA,https://www.kijiji.ca/v-apartments-condos/vancouver/2-br-basement-suite-rental-2-4841-dumfries-st-vancouver:-vada/1737977797,Kijiji.ca,"4841 Dumfries Street, Vancouver, BC, V5N 3T8",Vancouver,Vancouver,BC,N/A,N/A,2250,2,2,927,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736082,Spacious 1bd/1ba at Broadway &amp; Alma,https://www.kijiji.ca/v-apartments-condos/vancouver/spacious-1bd-1ba-at-broadway-alma/1734736082,Kijiji.ca,"3575 West Broadway, Vancouver, BC, V6R 1Y7",Vancouver,Vancouver,BC,N/A,N/A,2450,1,1,660,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735150,2.5 BR *Special Offer Available*,https://www.kijiji.ca/v-apartments-condos/vancouver/2-5-br-special-offer-available/1734735150,Kijiji.ca,"2139 Lahb Ave., Vancouver, BC, V6J 4R1",Vancouver,Vancouver,BC,N/A,N/A,4250,2.5,2,1070,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735252,1.5BR *Special Offer Available*,https://www.kijiji.ca/v-apartments-condos/vancouver/1-5br-special-offer-available/1734735252,Kijiji.ca,"2139 Lahb Ave., Vancouver, BC, V6J 4R1",Vancouver,Vancouver,BC,N/A,N/A,3495,1.5,1,835,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735253,3.5BR *Special Offer Available*,https://www.kijiji.ca/v-apartments-condos/vancouver/3-5br-special-offer-available/1734735253,Kijiji.ca,"2139 Lahb Ave., Vancouver, BC, V6J 4R1",Vancouver,Vancouver,BC,N/A,N/A,5070,3.5,2,1290,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735264,3 Bedroom Special Offer,https://www.kijiji.ca/v-apartments-condos/vancouver/3-bedroom-special-offer/1734735264,Kijiji.ca,"5455 Balsam Street, Vancouver, BC, V6M 4B3",Vancouver,Vancouver,BC,N/A,N/A,5100,3,2,1403,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735162,*Special Offer Available* Spacious 2-BR in Kerrisdale,https://www.kijiji.ca/v-apartments-condos/vancouver/special-offer-available-spacious-2-br-in-kerrisdale/1734735162,Kijiji.ca,"5455 Balsam Street, Vancouver, BC, V6M 4B3",Vancouver,Vancouver,BC,N/A,N/A,4050,2,2,1080,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735276,*Special Offer Available* Upgraded 1-BR in Kerrisdale,https://www.kijiji.ca/v-apartments-condos/vancouver/special-offer-available-upgraded-1-br-in-kerrisdale/1734735276,Kijiji.ca,"5455 Balsam Street, Vancouver, BC, V6M 4B3",Vancouver,Vancouver,BC,N/A,N/A,2760,1,1,843,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735370,1 Bedroom Loft Apartment,https://www.kijiji.ca/v-apartments-condos/vancouver/1-bedroom-loft-apartment/1734735370,Kijiji.ca,"951 Charland Avenue, Coquitlam, BC, V3K 3K7",Coquitlam,Vancouver,BC,N/A,N/A,1850,1,1,533,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737240145,607-168 Powell Street,https://www.kijiji.ca/v-apartments-condos/vancouver/607-168-powell-street/1737240145,Kijiji.ca,"168 Powell Street, Vancouver, BC, V6A 0B2",Vancouver,Vancouver,BC,N/A,N/A,2200,1,1,625,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737977802,Nova 2 BR APT Rental 2103-989 Beatty St Vancouver: VADA,https://www.kijiji.ca/v-apartments-condos/vancouver/nova-2-br-apt-rental-2103-989-beatty-st-vancouver:-vada/1737977802,Kijiji.ca,"989 Beatty Street, Vancouver, BC, V6Z 3C5",Vancouver,Vancouver,BC,N/A,N/A,4100,2,2,1285,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737977800,Woodwards 1 BR APT Rental 2102-108 West Cordova St Vancouver: VA,https://www.kijiji.ca/v-apartments-condos/vancouver/woodwards-1-br-apt-rental-2102-108-west-cordova-st-vancouver:-va/1737977800,Kijiji.ca,"108 West Cordova Street, Vancouver, BC, V6B 0G6",Vancouver,Vancouver,BC,N/A,N/A,2350,1,1,630,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735417,Gertie&apos;s House,https://www.kijiji.ca/v-apartments-condos/vancouver/gerties-house/1734735417,Kijiji.ca,"1539 Comox Street, Vancouver, BC, V6G 1P3",Vancouver,Vancouver,BC,N/A,N/A,2350,2,1,500,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735266,Gertie&apos;s House,https://www.kijiji.ca/v-apartments-condos/vancouver/gerties-house/1734735266,Kijiji.ca,"1539 Comox Street, Vancouver, BC, V6G 1P3",Vancouver,Vancouver,BC,N/A,N/A,2325,2,1,500,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735433,*Special Offer Available* Beautiful 2-BR Home in North Vancouver,https://www.kijiji.ca/v-apartments-condos/vancouver/special-offer-available-beautiful-2-br-home-in-north-vancouver/1734735433,Kijiji.ca,"1711 Lions Gate Lane, North Vancouver, BC, V7P 0E3",North Vancouver,Vancouver,BC,N/A,N/A,3600,2,2,810,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735435,*Special Offer Available* Roomy Studio in North Vancouver!,https://www.kijiji.ca/v-apartments-condos/vancouver/special-offer-available-roomy-studio-in-north-vancouver/1734735435,Kijiji.ca,"1711 Lions Gate Lane, North Vancouver, BC, V7P 0E3",North Vancouver,Vancouver,BC,N/A,N/A,2505,Studio/Bachelor,1,501,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735415,*Special Offer Available* 2-BR Townhome in North Van,https://www.kijiji.ca/v-apartments-condos/vancouver/special-offer-available-2-br-townhome-in-north-van/1734735415,Kijiji.ca,"1711 Lions Gate Lane, North Vancouver, BC, V7P 0E3",North Vancouver,Vancouver,BC,N/A,N/A,4320,2,2.5,982,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735263,*Special Offer Available* 1-BR Home in North Van,https://www.kijiji.ca/v-apartments-condos/vancouver/special-offer-available-1-br-home-in-north-van/1734735263,Kijiji.ca,"1711 Lions Gate Lane, North Vancouver, BC, V7P 0E3",North Vancouver,Vancouver,BC,N/A,N/A,2725,1,1,556,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735412,*Special Offer Available* 2 Bed + Den Home in North Van,https://www.kijiji.ca/v-apartments-condos/vancouver/special-offer-available-2-bed-den-home-in-north-van/1734735412,Kijiji.ca,"1711 Lions Gate Lane, North Vancouver, BC, V7P 0E3",North Vancouver,Vancouver,BC,N/A,N/A,3890,2.5,2,906,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736359,1504-928 Homer Street,https://www.kijiji.ca/v-apartments-condos/vancouver/1504-928-homer-street/1734736359,Kijiji.ca,"928 Homer Street, Vancouver, BC, V6B 1T7",Vancouver,Vancouver,BC,N/A,N/A,2450,1,1,557,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736069,Renovated 1br/1ba in Kitsilano,https://www.kijiji.ca/v-apartments-condos/vancouver/renovated-1br-1ba-in-kitsilano/1734736069,Kijiji.ca,"2425 West 4th Avenue, Vancouver, BC, V6K 1P4",Vancouver,Vancouver,BC,N/A,N/A,2500,1,1,638,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737977795,South Vancouver 3 BR Garden Suite Rental 2-1920 Nassau Dr Vancou,https://www.kijiji.ca/v-apartments-condos/vancouver/south-vancouver-3-br-garden-suite-rental-2-1920-nassau-dr-vancou/1737977795,Kijiji.ca,"1920 Nassau Drive, Vancouver, BC, V5P 2B6",Vancouver,Vancouver,BC,N/A,N/A,2375,3,1,1200,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736283,Waldorf Studios,https://www.kijiji.ca/v-apartments-condos/vancouver/waldorf-studios/1734736283,Kijiji.ca,"116 West Hastings Street, Vancouver, BC, V6B 1G8",Hastings,Vancouver,BC,N/A,N/A,1685,Studio/Bachelor,1,351,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738347887,1806-583 Beach Crescent,https://www.kijiji.ca/v-apartments-condos/vancouver/1806-583-beach-crescent/1738347887,Kijiji.ca,"583 Beach Crescent, Vancouver, BC, V6Z 3E6",Vancouver,Vancouver,BC,N/A,N/A,3700,2,2,1055,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737977798,Addition Living 1 BR APT Rental 1503-1133 Hornby St Vancouver: V,https://www.kijiji.ca/v-apartments-condos/vancouver/addition-living-1-br-apt-rental-1503-1133-hornby-st-vancouver:-v/1737977798,Kijiji.ca,"1133 Hornby Street, Vancouver, BC, V6Z 1W1",Vancouver,Vancouver,BC,N/A,N/A,2100,1,1,500,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736052,Furnished 2bd/2ba at UBC,https://www.kijiji.ca/v-apartments-condos/vancouver/furnished-2bd-2ba-at-ubc/1734736052,Kijiji.ca,"6005 Walter Gage Road, Vancouver, BC, V6T 2E8",Vancouver,Vancouver,BC,N/A,N/A,4590,2,2,713,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735593,Furnished 2bd/2ba at UBC,https://www.kijiji.ca/v-apartments-condos/vancouver/furnished-2bd-2ba-at-ubc/1734735593,Kijiji.ca,"6005 Walter Gage Road, Vancouver, BC, V6T 2E8",Vancouver,Vancouver,BC,N/A,N/A,4900,2,2,808,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735865,Very large live/work studio in artist building,https://www.kijiji.ca/v-apartments-condos/vancouver/very-large-live-work-studio-in-artist-building/1734735865,Kijiji.ca,"321 Railway Street, Vancouver, BC, V6A 1A4",Vancouver,Vancouver,BC,N/A,N/A,2250,Studio/Bachelor,1,820,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736056,Furnished 1bd/1ba at UBC,https://www.kijiji.ca/v-apartments-condos/vancouver/furnished-1bd-1ba-at-ubc/1734736056,Kijiji.ca,"6005 Walter Gage Road, Vancouver, BC, V6T 2E8",Vancouver,Vancouver,BC,N/A,N/A,2600,1,1,374,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734736154,Erickson Tower 1 Bedroom Apartment Rental 1605-9541 Erickson Dri,https://www.kijiji.ca/v-apartments-condos/vancouver/erickson-tower-1-bedroom-apartment-rental-1605-9541-erickson-dri/1734736154,Kijiji.ca,"9541 Erickson Drive, Burnaby, BC, V3J 7N8",Burnaby,Vancouver,BC,N/A,N/A,1850,1,1,806,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735538,Barclay House 1 BR APT Rentals 1770 Barclay St Vancouver: VADA,https://www.kijiji.ca/v-apartments-condos/vancouver/barclay-house-1-br-apt-rentals-1770-barclay-st-vancouver:-vada/1734735538,Kijiji.ca,"1770 Barclay Street, Vancouver, BC, V6G 1K5",Vancouver,Vancouver,BC,N/A,N/A,2000,1,1,600,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735258,1BR Special Offer,https://www.kijiji.ca/v-apartments-condos/vancouver/1br-special-offer/1734735258,Kijiji.ca,"1225 Cardero Street, Vancouver, BC, V6G 2H8",Vancouver,Vancouver,BC,N/A,N/A,2260,1,1,579,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735259,Studio *Special Offer Available*,https://www.kijiji.ca/v-apartments-condos/vancouver/studio-special-offer-available/1734735259,Kijiji.ca,"1225 Cardero Street, Vancouver, BC, V6G 2H8",Vancouver,Vancouver,BC,N/A,N/A,2040,Studio/Bachelor,1,441,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735385,1 Bedroom 1 Bath,https://www.kijiji.ca/v-apartments-condos/vancouver/1-bedroom-1-bath/1734735385,Kijiji.ca,"1523 Davie Street, Vancouver, BC, V6G 3A2",Vancouver,Vancouver,BC,N/A,N/A,2300,1,1,542,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735436,Brand New Pet Friendly 1 Bed and Flex Apartment Rentals at Chrom,https://www.kijiji.ca/v-apartments-condos/vancouver/brand-new-pet-friendly-1-bed-and-flex-apartment-rentals-at-chrom/1734735436,Kijiji.ca,"1888 Scotia Street, Vancouver, BC, V5T 0L3",Vancouver,Vancouver,BC,N/A,N/A,2338,1,1,577,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735449,Brand New Pet Friendly 1 Bed and Flex Apartment Rentals at Chrom,https://www.kijiji.ca/v-apartments-condos/vancouver/brand-new-pet-friendly-1-bed-and-flex-apartment-rentals-at-chrom/1734735449,Kijiji.ca,"1888 Scotia Street, Vancouver, BC, V5T 0L3",Vancouver,Vancouver,BC,N/A,N/A,2452,1,1,625,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735450,Brand New Pet Friendly Studio Rentals at Chroma in False Creek,https://www.kijiji.ca/v-apartments-condos/vancouver/brand-new-pet-friendly-studio-rentals-at-chroma-in-false-creek/1734735450,Kijiji.ca,"1888 Scotia Street, Vancouver, BC, V5T 0L3",Vancouver,Vancouver,BC,N/A,N/A,1889,Studio/Bachelor,1,400,Studio,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735387,The Mansion,https://www.kijiji.ca/v-apartments-condos/vancouver/the-mansion/1734735387,Kijiji.ca,"1523 Davie Street, Vancouver, BC, V6G 3A2",Vancouver,Vancouver,BC,N/A,N/A,2500,1,1.5,725,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1734735443,2 Level 2 Bed and Flex Loft Rentals at Chroma in South False Cre,https://www.kijiji.ca/v-apartments-condos/vancouver/2-level-2-bed-and-flex-loft-rentals-at-chroma-in-south-false-cre/1734735443,Kijiji.ca,"1888 Scotia Street, Vancouver, BC, V5T 0L3",Vancouver,Vancouver,BC,N/A,N/A,4310,2,1,912,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
